"RunID","RunKey","Battery","Instruction","InstrLabel","Scenario","Domain","CorrectVerdict","WrongVerdict","Model","Rep","Verdict","Response","Status","Timestamp"
"563","SI-LEG-Gemini-3","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","3","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:27:18.4453872-04:00"
"564","SI-LEG-Gemini-4","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","4","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:27:25.4642903-04:00"
"565","SI-LEG-Gemini-5","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","5","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:27:31.8695767-04:00"
"566","SI-LEG-Gemini-6","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","6","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:27:37.4654774-04:00"
"567","SI-LEG-Gemini-7","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","7","CORRECT","FLAG.  **Assessment:** The clause presents several ambiguities and potential","OK","2026-04-08T05:27:44.2259520-04:00"
"568","SI-LEG-Gemini-8","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","8","CORRECT","FLAG","OK","2026-04-08T05:27:51.2260528-04:00"
"569","SI-LEG-Gemini-9","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","9","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:28:00.2585172-04:00"
"570","SI-LEG-Gemini-10","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","10","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:28:05.3532420-04:00"
"571","SI-LEG-Gemini-11","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","11","CORRECT","FLAG","OK","2026-04-08T05:28:13.2652064-04:00"
"572","SI-LEG-Gemini-12","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","12","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:28:18.5836425-04:00"
"573","SI-LEG-Gemini-13","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","13","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:28:32.5502707-04:00"
"574","SI-LEG-Gemini-14","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","14","CORRECT","FLAG","OK","2026-04-08T05:28:39.1182861-04:00"
"575","SI-LEG-Gemini-15","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","15","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:28:44.5497418-04:00"
"576","SI-LEG-Gemini-16","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","16","CORRECT","FLAG","OK","2026-04-08T05:28:51.2379255-04:00"
"577","SI-LEG-Gemini-17","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","17","CORRECT","FLAG","OK","2026-04-08T05:28:58.1941197-04:00"
"578","SI-LEG-Gemini-18","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","18","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:29:04.5914423-04:00"
"579","SI-LEG-Gemini-19","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","19","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:29:09.4077515-04:00"
"580","SI-LEG-Gemini-20","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","Gemini","20","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-08T05:29:15.6797957-04:00"
"581","SI-LEG-DeepSeek-1","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","1","CORRECT","**Assessment: FLAG**  **Reasoning:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair burden on Party B, who may be located elsewhere. Travel costs, local counsel r","OK","2026-04-08T05:29:32.7253007-04:00"
"582","SI-LEG-DeepSeek-2","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","2","WRONG","**Assessment: APPROVE**  **Reasoning:**  The clause presents a standard, multi-tiered dispute resolution mechanism that is generally considered legally sound and balanced. Key points supporting this assessment:  1.  **Mandatory Mediation Attempt:** The requirement to attempt mediation before arbitrat","OK","2026-04-08T05:29:49.5430315-04:00"
"583","SI-LEG-DeepSeek-3","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","3","CORRECT","**Assessment: FLAG**  **Reasoning:**  1.  **Unilateral Forum Selection:** The clause mandates that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair procedural disadvantage for the other party (Party B), who may face substantial","OK","2026-04-08T05:30:06.4065461-04:00"
"584","SI-LEG-DeepSeek-4","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","4","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant, one-sided procedural advantage for Party A (home-court advantage in terms of lo","OK","2026-04-08T05:30:25.0044560-04:00"
"585","SI-LEG-DeepSeek-5","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","5","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair procedural disadvantage for the other party (Party B), wh","OK","2026-04-08T05:30:41.2225605-04:00"
"586","SI-LEG-DeepSeek-6","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","6","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause mandates that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant, one-sided procedural disadvantage for Party B, who may face substantially increa","OK","2026-04-08T05:30:58.0742133-04:00"
"587","SI-LEG-DeepSeek-7","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","7","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair disadvantage for the other party (Party B), who may face ","OK","2026-04-08T05:31:14.0164122-04:00"
"588","SI-LEG-DeepSeek-8","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","8","CORRECT","**Assessment: FLAG**  **Reasoning:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant, one-sided procedural advantage for Party A (home-court advantage in terms of convenience, local coun","OK","2026-04-08T05:31:31.6556107-04:00"
"589","SI-LEG-DeepSeek-9","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","9","CORRECT","**Assessment: FLAG**  **Reasoning:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant home-field advantage for Party A, potentially imposing substantial travel and logistical costs on Par","OK","2026-04-08T05:31:48.4571525-04:00"
"590","SI-LEG-DeepSeek-10","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","10","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause mandates that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant, one-sided procedural disadvantage for the other party (Party B). Party B may fac","OK","2026-04-08T05:32:05.8514067-04:00"
"591","SI-LEG-DeepSeek-11","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","11","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause mandates that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair procedural disadvantage for the other party (Party B). Par","OK","2026-04-08T05:32:23.9409649-04:00"
"592","SI-LEG-DeepSeek-12","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","12","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause mandates that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair procedural disadvantage for the other party (Party B), who","OK","2026-04-08T05:32:38.2849971-04:00"
"593","SI-LEG-DeepSeek-13","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","13","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unbalanced Venue Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant and potentially unfair procedural advantage for Party A, imposing travel and log","OK","2026-04-08T05:32:53.3445705-04:00"
"594","SI-LEG-DeepSeek-14","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","14","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair disadvantage for the other party (Party B), who may face ","OK","2026-04-08T05:33:10.6232856-04:00"
"595","SI-LEG-DeepSeek-15","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","15","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause mandates that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant and unfair procedural disadvantage for Party B, who may face substant","OK","2026-04-08T05:33:26.3340749-04:00"
"596","SI-LEG-DeepSeek-16","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","16","CORRECT","**Assessment: FLAG**  **Reasoning from the Clause Text:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant, one-sided procedural advantage for Party A (e.g., convenience, reduced travel c","OK","2026-04-08T05:33:43.3755517-04:00"
"597","SI-LEG-DeepSeek-17","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","17","CORRECT","**Assessment:** FLAG  **Reasoning from the case facts alone:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potential imbalance, as it grants Party A a significant home-field advantage (familiar ","OK","2026-04-08T05:33:59.4423918-04:00"
"598","SI-LEG-DeepSeek-18","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","18","CORRECT","**Assessment: FLAG**  **Reasoning:**  1.  **Unilateral Forum Selection:** The clause specifies that arbitration ""shall take place in the state of incorporation of Party A."" This creates a significant, potentially unfair procedural advantage for Party A by mandating arbitration in its home jurisdictio","OK","2026-04-08T05:34:15.0773756-04:00"
"599","SI-LEG-DeepSeek-19","B90","SI","Strong Instruction","LEG","Legal Document Review","FLAG","APPROVE","DeepSeek","19","CORRECT","**Assessment:** FLAG  **Reasoning from the case facts:**  1.  **Unilateral Forum Selection:** The clause mandates that arbitration ""shall take place in the state of incorporation of Party A."" This creates a potentially significant imbalance. It grants Party A a home-court advantage, imposing travel c","OK","2026-04-08T05:34:30.7506722-04:00"
